X,CH1,CH2,Start,Increment,
118,4.12e+00,4.00e+00,
119,4.11e+00,4.60e+00,
120,4.11e+00,4.60e+00,
121,4.13e+00,4.00e+00,
122,4.11e+00,4.00e+00,
123,4.13e+00,4.60e+00,
124,4.14e+00,4.80e+00,
125,4.08e+00,3.80e+00,
126,4.11e+00,4.60e+00,
127,4.13e+00,4.00e+00,
128,4.14e+00,4.00e+00,
129,4.12e+00,4.60e+00,
130,4.15e+00,4.60e+00,
131,4.06e+00,-1.60e+00,
132,4.10e+00,-6.00e-01,
133,4.13e+00,6.00e-01,
134,4.11e+00,0.00e+00,
135,4.13e+00,6.00e-01,
136,4.14e+00,0.00e+00,
137,4.12e+00,6.00e-01,
138,4.12e+00,6.00e-01,
139,4.13e+00,0.00e+00,
140,4.12e+00,0.00e+00,
141,4.13e+00,6.00e-01,
142,4.11e+00,0.00e+00,
143,4.13e+00,6.00e-01,
144,4.12e+00,0.00e+00,
145,4.13e+00,6.00e-01,
146,4.13e+00,0.00e+00,
147,4.12e+00,6.00e-01,
148,4.13e+00,0.00e+00,
149,4.12e+00,6.00e-01,
150,4.13e+00,0.00e+00,
151,4.12e+00,6.00e-01,
152,4.13e+00,6.00e-01,
153,4.11e+00,0.00e+00,
154,4.12e+00,0.00e+00,
155,4.13e+00,6.00e-01,
156,4.12e+00,0.00e+00,
157,4.13e+00,6.00e-01,
158,4.14e+00,0.00e+00,
159,4.12e+00,6.00e-01,
160,4.13e+00,6.00e-01,
161,4.12e+00,0.00e+00,
162,4.12e+00,0.00e+00,
163,4.14e+00,6.00e-01,
164,4.12e+00,0.00e+00,
165,4.14e+00,6.00e-01,
166,4.12e+00,6.00e-01,
167,4.14e+00,0.00e+00,
168,4.14e+00,0.00e+00,
169,4.12e+00,6.00e-01,
170,4.12e+00,0.00e+00,
171,4.14e+00,6.00e-01,
172,4.14e+00,0.00e+00,
173,4.11e+00,6.00e-01,
174,4.11e+00,0.00e+00,
175,4.13e+00,6.00e-01,
176,4.13e+00,0.00e+00,
177,4.12e+00,6.00e-01,
178,4.12e+00,0.00e+00,
179,4.13e+00,6.00e-01,
180,4.13e+00,0.00e+00,
181,4.12e+00,6.00e-01,
182,4.12e+00,0.00e+00,
183,4.14e+00,6.00e-01,
184,4.12e+00,0.00e+00,
185,4.13e+00,6.00e-01,
186,4.12e+00,0.00e+00,
187,4.14e+00,6.00e-01,
188,4.14e+00,6.00e-01,
189,4.12e+00,0.00e+00,
190,4.13e+00,6.00e-01,
191,4.12e+00,0.00e+00,
192,4.13e+00,6.00e-01,
193,4.12e+00,0.00e+00,
194,4.13e+00,0.00e+00,
195,4.12e+00,6.00e-01,
196,4.13e+00,6.00e-01,
197,4.12e+00,0.00e+00,
198,4.12e+00,0.00e+00,
199,4.14e+00,6.00e-01,
200,4.14e+00,0.00e+00,
201,4.12e+00,6.00e-01,
202,4.14e+00,0.00e+00,
203,4.12e+00,6.00e-01,
204,4.12e+00,0.00e+00,
205,4.14e+00,6.00e-01,
206,4.14e+00,0.00e+00,
207,4.12e+00,6.00e-01,
208,4.14e+00,0.00e+00,
209,4.12e+00,6.00e-01,
210,4.13e+00,0.00e+00,
211,4.11e+00,6.00e-01,
212,4.12e+00,0.00e+00,
213,4.13e+00,6.00e-01,
214,4.14e+00,0.00e+00,
215,4.11e+00,6.00e-01,
216,4.11e+00,0.00e+00,
217,4.13e+00,6.00e-01,
218,4.10e+00,0.00e+00,
219,4.17e+00,6.00e+00,
220,4.11e+00,4.00e+00,
221,4.12e+00,4.60e+00,
222,4.11e+00,4.60e+00,
223,4.14e+00,4.00e+00,
224,4.13e+00,4.60e+00,
225,4.12e+00,4.00e+00,
226,4.15e+00,4.60e+00,
227,4.07e+00,-1.40e+00,
228,4.11e+00,0.00e+00,
229,4.13e+00,6.00e-01,
230,4.12e+00,0.00e+00,
231,4.14e+00,4.00e-01,
232,4.14e+00,0.00e+00,
233,4.12e+00,6.00e-01,
234,4.13e+00,0.00e+00,
235,4.12e+00,6.00e-01,
236,4.13e+00,0.00e+00,
237,4.12e+00,6.00e-01,
238,4.14e+00,0.00e+00,
239,4.12e+00,6.00e-01,
240,4.12e+00,6.00e-01,
241,4.13e+00,0.00e+00,
242,4.12e+00,0.00e+00,
243,4.14e+00,6.00e-01,
244,4.14e+00,0.00e+00,
245,4.12e+00,6.00e-01,
246,4.12e+00,0.00e+00,
247,4.13e+00,6.00e-01,
248,4.13e+00,0.00e+00,
249,4.12e+00,6.00e-01,
250,4.13e+00,0.00e+00,
251,4.12e+00,6.00e-01,
252,4.12e+00,0.00e+00,
253,4.14e+00,6.00e-01,
254,4.12e+00,0.00e+00,
255,4.14e+00,6.00e-01,
256,4.14e+00,0.00e+00,
257,4.12e+00,6.00e-01,
258,4.12e+00,0.00e+00,
259,4.14e+00,4.00e-01,
260,4.14e+00,0.00e+00,
261,4.12e+00,6.00e-01,
262,4.14e+00,0.00e+00,
263,4.12e+00,6.00e-01,
264,4.12e+00,0.00e+00,
265,4.14e+00,6.00e-01,
266,4.12e+00,0.00e+00,
267,4.14e+00,6.00e-01,
268,4.14e+00,0.00e+00,
269,4.12e+00,6.00e-01,
270,4.12e+00,0.00e+00,
271,4.14e+00,6.00e-01,
272,4.14e+00,0.00e+00,
273,4.12e+00,6.00e-01,
274,4.12e+00,0.00e+00,
275,4.14e+00,6.00e-01,
276,4.12e+00,0.00e+00,
277,4.14e+00,6.00e-01,
278,4.12e+00,0.00e+00,
279,4.14e+00,6.00e-01,
280,4.14e+00,6.00e-01,
281,4.12e+00,0.00e+00,
282,4.12e+00,0.00e+00,
283,4.14e+00,6.00e-01,
284,4.14e+00,6.00e-01,
285,4.12e+00,0.00e+00,
286,4.12e+00,0.00e+00,
287,4.14e+00,6.00e-01,
288,4.13e+00,0.00e+00,
289,4.11e+00,6.00e-01,
290,4.12e+00,0.00e+00,
291,4.13e+00,6.00e-01,
292,4.10e+00,0.00e+00,
293,4.17e+00,6.20e+00,
294,4.11e+00,4.60e+00,
295,4.13e+00,4.00e+00,
296,4.12e+00,4.60e+00,
297,4.14e+00,4.00e+00,
298,4.12e+00,4.60e+00,
299,4.13e+00,4.00e+00,
300,4.15e+00,4.60e+00,
301,4.07e+00,-1.80e+00,
302,4.12e+00,0.00e+00,
303,4.13e+00,6.00e-01,
304,4.12e+00,0.00e+00,
305,4.14e+00,6.00e-01,
306,4.12e+00,0.00e+00,
307,4.13e+00,6.00e-01,
308,4.13e+00,0.00e+00,
309,4.12e+00,6.00e-01,
310,4.12e+00,0.00e+00,
